year,node_id,units,revenue
2028,METRO_RO_brasov,0.0,0.0
2028,METRO_RO_ploiesti,0.0,0.0
2028,METRO_RO_braila,0.0,0.0
2028,METRO_RO_oradea,0.0,0.0
2028,METRO_RO_bacau,0.0,0.0
2028,METRO_RO_arad,0.0,0.0
2028,METRO_RO_pitesti,0.0,0.0
2028,METRO_MT_valletta,0.0,0.0
2028,METRO_SK_bratislava,0.0,0.0
2028,METRO_SK_kosice,0.0,0.0
2028,METRO_SI_ljubljana,0.0,0.0
2028,METRO_LU_luxembourg,37.0,16783.2
2028,NONMETRO_AT,0.0,0.0
2028,NONMETRO_BE,3142.0,1424640.0
2028,NONMETRO_BG,0.0,0.0
2028,NONMETRO_CH,0.0,0.0
2028,NONMETRO_CY,0.0,0.0
2028,NONMETRO_CZ,0.0,0.0
2028,NONMETRO_DE,26199.0,11883960.0
2028,NONMETRO_DK,1102.0,499680.0
2028,NONMETRO_EE,214.0,96480.0
2028,NONMETRO_ES,0.0,0.0
2028,NONMETRO_FI,821.0,372000.0
2028,NONMETRO_FR,0.0,0.0
2028,NONMETRO_GR,0.0,0.0
2028,NONMETRO_HR,0.0,0.0
2028,NONMETRO_HU,0.0,0.0
2028,NONMETRO_IE,0.0,0.0
2028,NONMETRO_IT,0.0,0.0
2028,NONMETRO_LT,413.0,186840.0
2028,NONMETRO_LU,283.0,128520.0
2028,NONMETRO_LV,300.0,136080.0
2028,NONMETRO_MT,0.0,0.0
2028,NONMETRO_NL,6286.0,2851920.0
2028,NONMETRO_NO,1089.0,494520.0
2028,NONMETRO_PL,7048.0,3195960.0
2028,NONMETRO_PT,0.0,0.0
